# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
174           	smoothSolver	1.767130e-04	1.307350e-05	2	1.833470e-03	9.106280e-05	4	false	GAMG	1.012990e-02	4.387300e-04	2	true
175           	smoothSolver	1.397640e-04	1.206180e-05	2	1.846140e-03	8.856020e-05	4	false	GAMG	1.050130e-02	4.693820e-04	2	true
176           	smoothSolver	1.852390e-04	1.477800e-05	2	1.856380e-03	9.177240e-05	4	false	GAMG	1.005290e-02	4.541010e-04	2	true
177           	smoothSolver	1.410090e-04	1.320360e-05	2	1.842300e-03	8.845190e-05	4	false	GAMG	1.041320e-02	4.667120e-04	2	true
178           	smoothSolver	1.846880e-04	1.516630e-05	2	1.857470e-03	9.038220e-05	4	false	GAMG	9.978340e-03	4.502170e-04	2	true
179           	smoothSolver	1.377440e-04	1.283800e-05	2	1.826110e-03	8.710910e-05	4	false	GAMG	1.036540e-02	4.454720e-04	2	true
180           	smoothSolver	1.775470e-04	1.419360e-05	2	1.830300e-03	8.755480e-05	4	false	GAMG	9.958460e-03	4.302480e-04	2	true
181           	smoothSolver	1.261860e-04	1.131480e-05	2	1.804010e-03	8.518940e-05	4	false	GAMG	1.037780e-02	4.204920e-04	2	true
182           	smoothSolver	1.613200e-04	1.236340e-05	2	1.796920e-03	8.528960e-05	4	false	GAMG	1.000150e-02	4.086470e-04	2	true
183           	smoothSolver	1.099830e-04	9.211490e-06	2	1.784100e-03	8.372390e-05	4	false	GAMG	1.043690e-02	4.058310e-04	2	true
